Survived,Pclass,SibSp,Parch,Fare,Age_mean_uni,Fare_dbscan,Sex_enc,Embarked_enc,initial_Mr,initial_Mrs,initial_Miss,initial_Master,initial_Honorific,initial_Notable,young_adult,adult,elderly,child
0,3,0,0,7.05,24.0,7.05,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,0,0,21.0,35.0,21.0,1,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,7.25,22.0,7.25,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,0,0,13.0,30.0,13.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,1,0,7.75,29.69911764705882,7.75,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,1,0,113.275,31.0,113.275,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,0,0,7.925,27.0,7.925,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,1,0,27.0,42.0,27.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,0,0,76.2917,32.0,76.2917,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2,0,0,10.5,30.0,10.5,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,3,0,0,8.05,16.0,8.05,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2,0,0,13.0,27.0,13.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,8.05,51.0,8.05,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3,0,0,7.8958,29.69911764705882,7.8958,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,1,0,90.0,38.0,90.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,9.35,22.0,9.35,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,0,0,10.5,19.0,10.5,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.25,20.5,7.25,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,0,0,13.0,18.0,13.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,3,1,25.4667,29.69911764705882,25.4667,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,1,0,83.475,35.0,83.475,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,7.775,29.0,7.775,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,0,0,13.5,59.0,13.5,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,3,4,2,31.3875,5.0,31.3875,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2,0,0,10.5,24.0,10.5,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.55,29.69911764705882,7.55,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,1,0,26.0,44.0,26.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,2,0,2,26.25,8.0,26.25,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2,0,0,10.5,19.0,10.5,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,0,0,12.275,33.0,12.275,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,1,0,14.4542,29.69911764705882,14.4542,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,3,1,0,15.5,29.69911764705882,15.5,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,0,0,10.5,29.0,10.5,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.125,22.0,7.125,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.225,30.0,7.225,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,2,0,90.0,44.0,90.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,3,0,0,7.775,25.0,7.775,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,0,2,14.5,24.0,14.5,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,1,1,1,52.5542,37.0,52.5542,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2,1,0,26.0,54.0,26.0,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3,0,0,7.25,29.69911764705882,7.25,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,1,1,10.4625,29.0,10.4625,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,1,0,0,26.55,62.0,26.55,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3,1,0,16.1,30.0,16.1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,2,20.2125,41.0,20.2125,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,3,0,2,15.2458,29.0,15.2458,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,1,0,0,79.2,29.69911764705882,79.2,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,1,0,0,86.5,30.0,86.5,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0,0,512.3292,35.0,59.95414404761905,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,2,0,1,26.0,50.0,26.0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,7.75,29.69911764705882,7.75,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,3,4,2,31.3875,3.0,31.3875,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1,1,1,79.65,52.0,79.65,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1,0,0,0.0,40.0,0.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,7.75,29.69911764705882,7.75,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,0,0,10.5,36.0,10.5,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,4,1,39.6875,16.0,39.6875,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,3,1,0,7.775,25.0,7.775,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0,1,153.4625,58.0,153.4625,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,1,0,0,135.6333,35.0,135.6333,1,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0,0,31.0,29.69911764705882,31.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,3,0,0,0.0,25.0,0.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,0,1,19.5,41.0,19.5,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,1,0,1,29.7,37.0,29.7,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,0,0,7.75,29.69911764705882,7.75,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,1,0,77.9583,63.0,77.9583,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3,0,0,7.75,45.0,7.75,1,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2,0,0,0.0,29.69911764705882,0.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,4,1,29.125,7.0,29.125,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,3,1,1,20.25,35.0,20.25,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,7.75,65.0,7.75,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,3,0,0,7.8542,28.0,7.8542,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,9.5,16.0,9.5,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,3,0,0,8.05,19.0,8.05,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0,0,26.0,29.69911764705882,26.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,8.6625,33.0,8.6625,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,0,0,9.5,30.0,9.5,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.8958,22.0,7.8958,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,0,0,13.0,42.0,13.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,0,0,7.75,22.0,7.75,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0,0,78.85,26.0,78.85,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,1,0,91.0792,19.0,91.0792,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,2,0,0,12.875,36.0,12.875,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,8.85,24.0,8.85,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.8958,24.0,7.8958,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0,0,27.7208,29.69911764705882,27.7208,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.2292,23.5,7.2292,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,2,151.55,2.0,151.55,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,0,0,30.5,29.69911764705882,30.5,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0,1,247.5208,50.0,247.5208,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,3,0,0,7.75,29.69911764705882,7.75,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,3,2,0,23.25,29.69911764705882,23.25,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,0.0,19.0,0.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,0,0,12.35,29.69911764705882,12.35,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,8.05,29.69911764705882,8.05,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,1,2,151.55,0.92,151.55,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,0,0,110.8833,29.69911764705882,110.8833,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,1,0,108.9,17.0,108.9,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,2,1,0,24.0,30.0,24.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0,0,56.9292,30.0,56.9292,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0,0,83.1583,24.0,83.1583,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,2,2,262.375,18.0,262.375,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,1,1,26.0,26.0,26.0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.8958,28.0,7.8958,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,1,1,26.25,43.0,26.25,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,0,0,7.8542,26.0,7.8542,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,1,0,26.0,24.0,26.0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,2,0,0,14.0,54.0,14.0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,1,0,2,164.8667,31.0,164.8667,1,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,1,1,134.5,40.0,134.5,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,7.25,22.0,7.25,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.8958,27.0,7.8958,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,0,0,12.35,30.0,12.35,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,1,1,29.0,22.0,29.0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,3,8,2,69.55,29.69911764705882,69.55,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0,0,135.6333,36.0,135.6333,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,6.2375,61.0,6.2375,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,2,0,0,13.0,36.0,13.0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,3,1,1,20.525,31.0,20.525,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,1,0,1,57.9792,16.0,57.9792,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,3,2,0,23.25,29.69911764705882,23.25,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0,0,28.5,45.5,28.5,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0,1,153.4625,38.0,153.4625,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,2,0,18.0,16.0,18.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,1,0,133.65,29.69911764705882,133.65,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.8958,29.69911764705882,7.8958,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,1,0,66.6,29.0,66.6,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0,0,134.5,41.0,134.5,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,0,0,8.05,45.0,8.05,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1,0,0,35.5,45.0,35.5,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,2,1,1,26.0,2.0,26.0,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,3,2,263.0,24.0,263.0,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,0,0,13.0,28.0,13.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,0,0,13.0,25.0,13.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,0,0,13.0,36.0,13.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,2,0,0,13.0,24.0,13.0,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,0,0,13.0,40.0,13.0,1,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,1,0,16.1,29.69911764705882,16.1,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,3,1,1,15.9,3.0,15.9,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,0,0,8.6625,42.0,8.6625,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,9.225,23.0,9.225,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0,0,35.0,29.69911764705882,35.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,1,1,7.2292,15.0,7.2292,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,1,0,17.8,25.0,17.8,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.225,29.69911764705882,7.225,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,9.5,28.0,9.5,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0,1,55.0,22.0,55.0,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,0,0,13.0,38.0,13.0,1,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,0,0,7.8792,29.69911764705882,7.8792,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,3,0,0,7.8792,29.69911764705882,7.8792,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,1,4,27.9,40.0,27.9,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2,1,0,27.7208,29.0,27.7208,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,1,14.4542,45.0,14.4542,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,7.05,35.0,7.05,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,1,0,15.5,29.69911764705882,15.5,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.25,30.0,7.25,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,1,0,75.25,60.0,75.25,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,3,0,0,7.2292,29.69911764705882,7.2292,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,3,0,0,7.75,29.69911764705882,7.75,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0,0,69.3,24.0,69.3,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,1,1,0,55.4417,25.0,55.4417,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,1,0,6.4958,18.0,6.4958,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,8.05,19.0,8.05,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0,0,135.6333,22.0,135.6333,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,3,1,21.075,3.0,21.075,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,1,1,0,82.1708,29.69911764705882,82.1708,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,3,0,0,7.25,22.0,7.25,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,1,0,2,211.5,27.0,211.5,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,4.0125,20.0,4.0125,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.775,19.0,7.775,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,0,0,227.525,42.0,227.525,1,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,0,2,15.7417,1.0,15.7417,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,0,0,7.925,32.0,7.925,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,1,1,0,52.0,35.0,52.0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,7.8958,29.69911764705882,7.8958,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,0,0,73.5,18.0,73.5,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,5,2,46.9,1.0,46.9,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1,2,0,0,13.0,36.0,13.0,1,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,7.7292,29.69911764705882,7.7292,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,2,0,0,12.0,17.0,12.0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,1,2,120.0,36.0,120.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1,3,0,0,7.7958,21.0,7.7958,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,2,0,7.925,28.0,7.925,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,1,0,113.275,23.0,113.275,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1,3,0,2,16.7,24.0,16.7,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.7958,22.0,7.7958,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.8542,31.0,7.8542,1,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2,0,0,26.0,46.0,26.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2,0,0,10.5,23.0,10.5,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,2,0,0,12.65,28.0,12.65,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,3,0,0,7.925,39.0,7.925,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,8.05,26.0,8.05,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,1,0,9.825,21.0,9.825,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,1,0,15.85,28.0,15.85,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,8.6625,20.0,8.6625,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,1,0,21.0,34.0,21.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,7.75,51.0,7.75,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
1,2,1,1,18.75,3.0,18.75,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,0,0,7.775,21.0,7.775,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,3,1,25.4667,29.69911764705882,25.4667,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.8958,29.69911764705882,7.8958,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,6.8583,29.69911764705882,6.8583,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,1,1,0,90.0,33.0,90.0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,2,0,0,0.0,29.69911764705882,0.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1,3,0,0,7.925,44.0,7.925,0,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
0,3,0,0,8.05,29.69911764705882,8.05,1,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1,2,1,1,32.5,34.0,32.5,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,2,0,2,13.0,18.0,13.0,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,2,0,0,13.0,30.0,13.0,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,2,24.15,10.0,24.15,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,3,0,0,7.8958,29.69911764705882,7.8958,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,3,0,0,7.7333,21.0,7.7333,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
